x,y
3.745401188473625,16.491986287922646
9.50714306409916,67.52141808141798
7.319939418114051,43.52261130313682
5.986584841970366,31.480465017660123
1.5601864044243652,8.803112386045598
1.5599452033620265,7.110828624983615
0.5808361216819946,4.397885748177204
8.661761457749352,56.41183050476133
6.011150117432088,32.54488037749089
7.080725777960454,42.34071291696761
0.20584494295802447,2.2818823787644424
9.699098521619943,69.81015112763065
8.324426408004218,53.696251637228634
2.1233911067827616,9.209483359954307
1.8182496720710062,7.687808666905776
1.8340450985343382,10.20222909330653
3.0424224295953772,13.699514754505339
5.247564316322379,26.205883330658835
4.319450186421157,21.79027024143239
2.9122914019804194,11.844459759014356
